record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked,fecha_dt
5130,AM,AEROMEXICO,AM2445,BCN,LIM,2024-01-03 10:51:00,2024-03-01 16:58:00,368,ON_TIME,0,A321,ECONOMY,44F,4F254617-958C-4B97-95D1-A5227E63B03E,F,28,PA,2023-12-03 03:35:00,CALL_CENTER,PUNTOS,80.52,USD,80.52,0,0,2024-01-03
7206,DL,DELTA,DL1000,SJO,MAD,2024-01-03 17:10:00,2024-03-01 21:07:00,226,ON_TIME,0,B737,ECONOMY,23A,3F429882-4A4A-4F47-BE4E-E13DECAEF999,F,38,GT,,AGENCIA,TARJETA,66.85,USD,66.85,1,0,2024-01-03
9541,BA,BRITISH AIRWAYS,BA5820,PTY,BOG,2024-01-03 17:43:00,2024-04-01 01:17:00,379,DELAYED,73,B787,ECONOMY,36C,71C3E82D-E8C1-48C4-9CF7-F91517EB43C4,F,28,HN,,CALL_CENTER,PUNTOS,69.13,USD,69.13,1,0,2024-01-03
9126,AM,AEROMEXICO,AM1412,SAL,PTY,2024-01-03 17:57:00,2024-01-03 23:18:00,296,ON_TIME,0,B767,PREMIUM_ECONOMY,11B,019850AA-8EE4-4282-AE3F-6C720F7DB126,F,51,CU,2023-02-10 10:27:00,CALL_CENTER,PAYPAL,81.78,GTQ,10.47,3,2,2024-01-03
3285,WN,SOUTHWEST,WN4709,MIA,HAV,2024-01-03 18:58:00,2024-01-03 20:45:00,86,ON_TIME,0,B787,ECONOMY,42F,A6E85EF5-2DDC-4FC5-92CA-AA7002E110D6,M,36,MX,2023-09-30 15:14:00,CALL_CENTER,TARJETA,127.88,USD,127.88,1,0,2024-01-03
5679,BA,BRITISH AIRWAYS,BA9561,BCN,MEX,2024-01-03 19:22:00,2024-01-04 01:33:00,381,ON_TIME,0,E190,ECONOMY,45F,28F9F8FE-3CAA-4770-B501-83A1D53FB80A,M,34,CU,2023-12-09 17:57:00,WEB,PAYPAL,101.48,USD,101.48,1,0,2024-01-03
2304,IB,IBERIA,IB8877,LAX,GUA,2024-01-03 19:56:00,2024-04-01 03:50:00,326,DELAYED,158,B777,ECONOMY,35B,D298C1EB-44B5-443D-9C54-9463C2AED68F,F,29,MX,2023-09-20 16:15:00,AGENCIA,TRANSFERENCIA,96.66,MXN,5.61,1,0,2024-01-03
3944,LA,LATAM,LA1044,HAV,MEX,2024-01-03 20:29:00,2024-01-04 04:38:00,244,DELAYED,228,B737,BUSINESS,4E,D99E59ED-9860-4CF6-BA95-0D874A4F825A,X,49,CR,2023-12-01 18:37:00,WEB,TARJETA,100.39,USD,100.39,2,1,2024-01-03
5816,FR,RYANAIR,FR1304,GUA,PTY,2024-01-03 20:49:00,2024-04-01 02:37:00,328,ON_TIME,0,B787,ECONOMY,20D,25BB1493-3543-47A5-9762-EF67020AC58C,F,53,HN,,AGENCIA,PAYPAL,72.55,USD,72.55,2,1,2024-01-03
9363,WN,SOUTHWEST,WN7687,HAV,LIM,2024-01-03 21:38:00,2024-03-02 01:36:00,225,ON_TIME,0,E190,ECONOMY,36A,AAA53CB4-B2ED-4AE1-9130-11FE3250D872,F,41,CR,,CALL_CENTER,EFECTIVO,128.34,EUR,139.89,3,2,2024-01-03
5546,LA,LATAM,LA9476,JFK,MAD,2024-01-03 22:47:00,2024-01-04 04:39:00,333,ON_TIME,0,B767,ECONOMY,20E,8BE33302-E766-4D54-988A-72C10172C190,M,40,PA,2023-12-20 13:50:00,AEROPUERTO,EFECTIVO,91.42,GTQ,11.7,2,1,2024-01-03
1840,AV,AVIANCA,AV1329,SAP,LIM,2024-01-04 00:38:00,2024-01-04 02:13:00,100,ON_TIME,0,B737,ECONOMY,17D,ADD5AEF3-AD01-4E6F-B145-704EB38F9373,F,49,SV,2023-10-26 08:52:00,AGENCIA,TARJETA,79.1,USD,79.1,1,0,2024-01-04
3508,UA,UNITED,UA2220,SJO,BOG,2024-01-04 01:00:00,2024-01-04 06:02:00,303,ON_TIME,0,B767,BUSINESS,5C,B5C31016-6182-4044-B6E7-4FB03332C252,F,29,CO,2024-02-17 20:33:00,WEB,TARJETA,206.47,USD,206.47,2,1,2024-01-04
289,BA,BRITISH AIRWAYS,BA0217,MEX,BCN,2024-01-04 01:26:00,2024-04-01 08:06:00,401,ON_TIME,0,E190,ECONOMY,29C,B870536E-9A12-4D6A-8214-2A2750636000,F,37,CU,,AEROPUERTO,EFECTIVO,106.68,USD,106.68,1,0,2024-01-04
4817,IB,IBERIA,IB0535,SJO,GUA,2024-01-04 03:17:00,,,CANCELLED,0,A320,ECONOMY,,8DCDF79B-2890-4604-B565-3B1792065BB3,M,30,CO,2023-11-24 05:19:00,AGENCIA,PAYPAL,63.93,USD,63.93,2,1,2024-01-04
7400,B6,JETBLUE,B63569,SAL,HAV,2024-01-04 03:43:00,2024-01-04 10:50:00,416,ON_TIME,0,CRJ9,ECONOMY,41E,F01E3B4D-A097-4217-A76E-9547BBC66A2E,M,11,CO,2023-09-07 07:00:00,APP,TARJETA,71.85,USD,71.85,1,0,2024-01-04
4297,BA,BRITISH AIRWAYS,BA3793,SAL,MEX,2024-01-04 05:12:00,2024-04-01 07:09:00,112,ON_TIME,0,E190,ECONOMY,24C,68902B4E-2C70-4C62-9BA5-E0E3C9D4B8B2,F,59,GT,2023-12-08 13:28:00,APP,EFECTIVO,85.42,GTQ,10.93,2,1,2024-01-04
5298,LA,LATAM,LA0450,HAV,SAP,2024-01-04 05:49:00,2024-01-04 09:36:00,208,ON_TIME,0,B739,ECONOMY,22B,57D768F2-2921-4423-957E-1C2C2CD04E9D,F,38,CU,,,PUNTOS,97.03,USD,97.03,2,1,2024-01-04
9070,WN,SOUTHWEST,WN2634,SAL,BOG,2024-01-04 05:54:00,,,CANCELLED,0,B739,BUSINESS,,3AC6F5E7-D758-4137-8DB2-40EF6497588E,M,20,US,2023-12-08 01:46:00,WEB,TRANSFERENCIA,313.74,USD,313.74,3,2,2024-01-04
1464,AA,AMERICAN AIRLINES,AA2206,MAD,PTY,2024-01-04 06:33:00,2024-01-04 12:12:00,324,ON_TIME,0,B737,BUSINESS,10E,C4866BF4-7437-4CBF-B2C6-23FFA8136B11,F,32,US,2023-12-08 12:06:00,CALL_CENTER,TARJETA,193.18,EUR,210.57,3,2,2024-01-04
1551,AM,AEROMEXICO,AM7267,CUN,SAP,2024-01-04 07:20:00,2024-01-04 13:00:00,341,ON_TIME,0,B787,BUSINESS,6B,47A7D95B-14F1-4C77-A61B-E80EEE262240,F,24,,2023-06-12 03:11:00,APP,TRANSFERENCIA,241.76,EUR,263.52,1,0,2024-01-04
7387,LA,LATAM,LA0621,SJO,MAD,2024-01-04 12:46:00,2024-04-01 20:42:00,298,DELAYED,156,B787,ECONOMY,44B,13E72CF4-3208-4B50-A22F-F426132B1E69,M,45,CR,2024-01-19 12:15:00,APP,TARJETA,60.15,USD,60.15,1,0,2024-01-04
7418,AV,AVIANCA,AV7256,MIA,BOG,2024-01-04 17:00:00,2024-01-04 18:21:00,86,ON_TIME,0,B787,PREMIUM_ECONOMY,11E,992AD924-C633-427C-A905-BA5924C77420,F,16,PE,2023-10-01 12:18:00,APP,EFECTIVO,105.37,USD,105.37,0,0,2024-01-04
2260,CM,COPA AIRLINES,CM8140,BOG,HAV,2024-01-04 17:06:00,2024-04-01 21:26:00,246,ON_TIME,0,CRJ9,ECONOMY,27F,BD12C4F3-8898-4A18-AA2B-FDA9AB8EBB6E,F,38,HN,2023-10-07 04:34:00,AEROPUERTO,EFECTIVO,59.49,USD,59.49,2,1,2024-01-04
8768,UA,UNITED,UA4339,CUN,SAL,2024-01-04 23:25:00,2024-01-05 02:43:00,204,ON_TIME,0,A321,BUSINESS,10C,CCEBDAF1-9F3F-443B-ADB4-5DA3030E5988,M,19,PE,2023-12-26 23:17:00,CALL_CENTER,TRANSFERENCIA,178.86,USD,178.86,1,0,2024-01-04
2186,B6,JETBLUE,B61511,MAD,SAL,2024-01-05 02:05:00,2024-01-05 06:22:00,257,ON_TIME,0,B767,ECONOMY,42F,66A12E22-5CFA-4A66-A2F3-575C3AC413C3,F,11,ES,2023-10-18 20:30:00,WEB,PUNTOS,67.28,EUR,73.34,3,2,2024-01-05
5569,DL,DELTA,DL0651,GUA,BCN,2024-01-05 02:35:00,2024-05-01 07:02:00,246,ON_TIME,0,B738,ECONOMY,24D,A841CA36-78FE-423C-8B9A-B648F66E2BFE,M,21,SV,2023-11-16 17:38:00,WEB,EFECTIVO,53.86,USD,53.86,0,0,2024-01-05
5194,IB,IBERIA,IB3673,BCN,SAP,2024-01-05 05:03:00,2024-05-01 09:15:00,120,DELAYED,117,B787,ECONOMY,29A,9E9D112A-2B9C-499F-8E37-DD97CCED6F9B,M,18,SV,2024-03-21 14:04:00,AEROPUERTO,TRANSFERENCIA,70.52,USD,70.52,1,0,2024-01-05
6560,AV,AVIANCA,AV8783,LAX,MEX,2024-01-05 06:30:00,2024-01-05 08:53:00,110,DELAYED,11,E190,ECONOMY,35D,C0AAB2D3-C9C9-43C1-8503-C7A37E88C214,M,12,PE,2023-12-23 09:09:00,WEB,PUNTOS,96.45,USD,96.45,1,0,2024-01-05
3674,BA,BRITISH AIRWAYS,BA1820,SAL,MEX,2024-01-05 07:41:00,2024-01-05 11:25:00,226,ON_TIME,0,B757,ECONOMY,20D,D192F2E3-8803-4121-847F-10426D755DD3,F,23,HN,2023-12-21 04:17:00,CALL_CENTER,PUNTOS,51.9,MXN,3.01,0,0,2024-01-05
7442,LA,LATAM,LA8546,GUA,MIA,2024-01-05 08:59:00,2024-01-05 14:00:00,246,DELAYED,57,E190,ECONOMY,28D,77F3A2BB-4405-43BE-A76D-81FE2B8D6BD8,M,45,CR,2023-09-23 10:37:00,WEB,TARJETA,92.17,USD,92.17,1,0,2024-01-05
3299,WN,SOUTHWEST,WN0042,BOG,LAX,2024-01-05 09:43:00,2024-05-01 15:11:00,332,ON_TIME,0,A321,ECONOMY,18E,DC11DE8F-E55A-42AD-8326-40AFCCE07C2D,M,27,CR,,CALL_CENTER,TRANSFERENCIA,65.84,USD,65.84,0,0,2024-01-05
3958,WN,SOUTHWEST,WN2690,JFK,BOG,2024-01-05 09:45:00,2024-05-01 12:05:00,121,ON_TIME,0,B738,ECONOMY,20D,3D3D3117-EA9B-4636-8D37-7122F84DE307,F,29,PE,,WEB,PAYPAL,81.51,USD,81.51,2,1,2024-01-05
6714,AM,AEROMEXICO,AM3264,SAP,MEX,2024-01-05 09:52:00,2024-01-05 18:15:00,308,DELAYED,180,CRJ9,ECONOMY,25B,211A5DD4-1C1C-47FB-96B9-3FA4640ECC80,M,21,US,2023-11-29 03:46:00,WEB,PUNTOS,56.26,GTQ,7.2,1,0,2024-01-05
8202,LA,LATAM,LA0689,HAV,BOG,2024-01-05 12:32:00,2024-01-05 19:20:00,413,ON_TIME,0,B757,ECONOMY,21A,0240980E-F424-446B-817E-E40E66E7BD10,M,45,HN,2023-11-22 20:20:00,AGENCIA,TRANSFERENCIA,"143,60",GTQ,18.38,1,0,2024-01-05
2869,LA,LATAM,LA3036,PTY,SAP,2024-01-05 13:02:00,2024-01-05 14:51:00,99,ON_TIME,0,B777,ECONOMY,18E,7C1DC85E-0D8C-4C70-8C14-B244EB165459,M,41,MX,2023-11-30 21:28:00,AEROPUERTO,EFECTIVO,133.51,USD,133.51,1,0,2024-01-05
7549,B6,JETBLUE,B69563,JFK,SAP,2024-01-05 13:13:00,2024-05-01 19:56:00,408,ON_TIME,0,A319,ECONOMY,30F,06158FF1-1463-47EE-802D-A686FB5937E6,X,32,CU,,APP,EFECTIVO,106.06,USD,106.06,1,0,2024-01-05
2954,UA,UNITED,UA7047,CUN,SAP,2024-01-05 13:29:00,2024-01-05 17:47:00,243,ON_TIME,0,B767,ECONOMY,45B,B10F01F6-4018-4FEB-B77C-548D54A005A5,M,31,SV,2023-12-10 23:24:00,CALL_CENTER,TRANSFERENCIA,"29,52",USD,29.52,1,0,2024-01-05
2153,AV,AVIANCA,AV0885,CUN,JFK,2024-01-05 21:06:00,2024-05-01 23:26:00,137,ON_TIME,0,B767,ECONOMY,36B,3B722583-7B2F-40E2-BBC0-08A705275D82,F,17,CU,2023-10-27 20:30:00,CALL_CENTER,TARJETA,46.56,USD,46.56,2,1,2024-01-05
2461,WN,SOUTHWEST,WN7717,BOG,SJO,2024-01-05 23:44:00,2024-05-02 03:04:00,176,ON_TIME,0,B737,ECONOMY,36A,1707CDB2-1F58-48A2-A940-9838EA9B23F0,X,55,ES,,AGENCIA,PUNTOS,90.63,USD,90.63,1,0,2024-01-05
423,IB,IBERIA,IB0891,MIA,SAL,2024-01-06 01:27:00,2024-06-01 05:05:00,212,ON_TIME,0,B738,ECONOMY,30A,94E63140-6D89-43C9-94F4-A5A2A665BB88,F,36,CU,2024-03-06 08:38:00,CALL_CENTER,EFECTIVO,96.77,USD,96.77,0,0,2024-01-06
1593,LA,LATAM,LA5673,LAX,MIA,2024-01-06 01:27:00,2024-01-06 06:01:00,266,ON_TIME,0,E190,ECONOMY,38F,7244B351-5466-480D-AF31-DC61C2C50E80,M,23,ES,,AGENCIA,PAYPAL,129.76,USD,129.76,0,0,2024-01-06
7914,AV,AVIANCA,AV9766,BCN,JFK,2024-01-06 07:29:00,2024-01-06 09:39:00,119,ON_TIME,0,B757,ECONOMY,43D,A336F286-21A9-4A85-AD72-3CE6121147C9,F,19,US,2023-12-28 16:35:00,APP,EFECTIVO,74.32,GTQ,9.51,1,0,2024-01-06
7683,LA,LATAM,LA9474,LAX,MAD,2024-01-06 08:02:00,2024-01-06 08:44:00,52,ON_TIME,0,A321,ECONOMY,34E,6287F093-475C-43A5-AD21-13019E39E8CA,F,15,GT,2023-11-30 15:31:00,APP,PUNTOS,67.37,GTQ,8.62,1,0,2024-01-06
1405,DL,DELTA,DL9423,MEX,LIM,2024-01-06 08:33:00,2024-06-01 13:01:00,269,ON_TIME,0,B787,ECONOMY,36C,6BC3745F-BDD4-4D8B-8A12-5C99D2DE8997,F,45,MX,,AEROPUERTO,PAYPAL,"67,20",GTQ,8.6,0,0,2024-01-06
5783,DL,DELTA,DL2776,JFK,HAV,2024-01-06 09:15:00,2024-06-01 14:42:00,337,ON_TIME,0,A321,ECONOMY,22A,CDD335F3-D400-41BB-9E0E-AA5DD80C1DD8,M,47,CO,2024-05-19 07:03:00,CALL_CENTER,EFECTIVO,81.33,USD,81.33,1,0,2024-01-06
6241,UA,UNITED,UA0905,GUA,LIM,2024-01-06 09:16:00,2024-01-06 15:25:00,376,ON_TIME,0,A321,ECONOMY,22D,006D0A71-6F68-40DB-9657-38F6754D8CF3,F,30,CO,2023-11-11 12:32:00,APP,PUNTOS,77.71,USD,77.71,2,1,2024-01-06
2569,BA,BRITISH AIRWAYS,BA4923,JFK,HAV,2024-01-06 09:19:00,2024-01-06 12:40:00,195,ON_TIME,0,B777,ECONOMY,18A,D475ECD1-E1C8-42C5-A485-6A8DB7D6BBDA,F,40,US,2023-11-04 15:16:00,AEROPUERTO,PAYPAL,105.12,EUR,114.58,1,0,2024-01-06
4223,WN,SOUTHWEST,WN9019,HAV,SJO,2024-01-06 12:34:00,2024-06-01 14:54:00,121,ON_TIME,0,B777,ECONOMY,40F,A0FBCA3A-AC41-449E-9696-92FB047EDC9F,F,36,SV,2023-10-29 04:58:00,AEROPUERTO,TARJETA,60.47,USD,60.47,1,0,2024-01-06
987,CM,COPA AIRLINES,CM3285,BCN,MAD,2024-01-06 12:35:00,2024-01-06 14:17:00,105,ON_TIME,0,B767,ECONOMY,35A,5A72B8A3-D141-4EAE-A0C3-98194A5BB082,F,42,US,,CALL_CENTER,TARJETA,87.2,MXN,5.06,1,0,2024-01-06
1573,WN,SOUTHWEST,WN6286,JFK,HAV,2024-01-06 14:19:00,2024-01-06 21:09:00,415,ON_TIME,0,B767,ECONOMY,31E,F8C46190-9A3C-483C-8082-A97672A1AD95,M,39,GT,2023-11-04 10:43:00,AGENCIA,PAYPAL,96.02,GTQ,12.29,1,0,2024-01-06
5397,DL,DELTA,DL0580,SAP,PTY,2024-01-06 15:36:00,2024-06-01 21:44:00,372,ON_TIME,0,A320,BUSINESS,6A,69C1F7F3-95FC-45E4-B7E9-68471B7CA9F7,M,34,,2023-11-27 10:04:00,CALL_CENTER,PUNTOS,"209,13",USD,209.13,1,0,2024-01-06
886,CM,COPA AIRLINES,CM1992,MEX,LAX,2024-01-06 17:40:00,2024-06-02 00:13:00,390,ON_TIME,0,E190,ECONOMY,24E,F61A6DEC-7CA9-4D24-BBF1-140F593C57F4,F,34,PA,2024-03-12 10:00:00,CALL_CENTER,TRANSFERENCIA,147.42,EUR,160.69,2,1,2024-01-06
8758,WN,SOUTHWEST,WN9106,HAV,SAP,2024-01-06 17:50:00,2024-01-06 22:24:00,272,ON_TIME,0,A319,ECONOMY,20B,3EE201CB-5051-4E68-A2C8-D35C5C62A8C2,M,20,GT,2023-12-10 16:54:00,WEB,TARJETA,76.48,USD,76.48,1,0,2024-01-06
471,CM,COPA AIRLINES,CM9737,MIA,SAP,2024-01-06 22:05:00,2024-07-01 00:30:00,132,ON_TIME,0,B767,ECONOMY,42D,734F35E6-68AC-43A3-9B71-E132C64D7AF5,M,17,MX,2023-12-09 19:56:00,CALL_CENTER,TARJETA,110.54,USD,110.54,1,0,2024-01-06
5955,DL,DELTA,DL0623,SAP,SAL,2024-01-06 22:15:00,2024-06-02 05:00:00,403,ON_TIME,0,B787,ECONOMY,24A,00EDD16E-9BB7-4C9B-9D74-A453E37A7321,M,25,PE,2024-04-03 04:45:00,AGENCIA,TRANSFERENCIA,79.95,USD,79.95,1,0,2024-01-06
4793,BA,BRITISH AIRWAYS,BA4231,BOG,BCN,2024-01-07 00:37:00,2024-01-07 07:07:00,372,ON_TIME,0,A320,ECONOMY,32C,B122A48F-372B-4C55-8F34-5861AE3ABF48,M,48,CR,2023-11-21 03:05:00,AGENCIA,PAYPAL,46.95,USD,46.95,2,1,2024-01-07
